Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Tipe Kendaraan,Chrome 118.0.0.0,,,2023-10-26 10:28:05,2023-10-26 10:29:58,1m - 52.653s,PASSED
,,,,,,,
Test Cases/login_admin,Chrome 118.0.0.0,,,2023-10-26 10:28:07,2023-10-26 10:28:47,40.007s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-26 10:28:11,2023-10-26 10:28:30,18.811s,PASSED
maximizeWindow(),Chrome 118.0.0.0,,,2023-10-26 10:28:30,2023-10-26 10:28:31,1.331s,PASSED
"navigateToUrl(""https://dms-dev.cloudias79.com/login"")",Chrome 118.0.0.0,,,2023-10-26 10:28:31,2023-10-26 10:28:38,6.655s,PASSED
"setText(findTestObject(""Object Repository/input_Silakan masuk untuk melanjutkan_r0""), ""akunadmin"")",Chrome 118.0.0.0,,,2023-10-26 10:28:38,2023-10-26 10:28:44,5.950s,PASSED
"setEncryptedText(findTestObject(""Object Repository/input__r1""), ""fzqqY0qJjYTuJiVJRZh4ag=="")",Chrome 118.0.0.0,,,2023-10-26 10:28:44,2023-10-26 10:28:45,1.472s,PASSED
"click(findTestObject(""Object Repository/button_Login""))",Chrome 118.0.0.0,,,2023-10-26 10:28:45,2023-10-26 10:28:47,1.699s,PASSED
,,,,,,,
Test Cases/admin_lihat_daftar_tipe,Chrome 118.0.0.0,,,2023-10-26 10:28:47,2023-10-26 10:29:05,18.045s,PASSED
"click(findTestObject(""admin/kendaraan/daftar tipe kendaraan/button_Daftar Tipe Kendaraan""))",Chrome 118.0.0.0,,,2023-10-26 10:28:51,2023-10-26 10:29:05,13.559s,PASSED
,,,,,,,
Test Cases/admin_search_tipe,Chrome 118.0.0.0,,,2023-10-26 10:29:05,2023-10-26 10:29:17,11.814s,PASSED
