Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Admin - Service edit,Chrome 118.0.0.0,,,2023-10-26 10:41:11,2023-10-26 10:43:35,2m - 24.000s,PASSED
,,,,,,,
Test Cases/login_admin,Chrome 118.0.0.0,,,2023-10-26 10:41:13,2023-10-26 10:41:47,34.045s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-26 10:41:16,2023-10-26 10:41:38,21.669s,PASSED
maximizeWindow(),Chrome 118.0.0.0,,,2023-10-26 10:41:38,2023-10-26 10:41:38,0.428s,PASSED
"navigateToUrl(""https://dms-dev.cloudias79.com/login"")",Chrome 118.0.0.0,,,2023-10-26 10:41:38,2023-10-26 10:41:42,3.994s,PASSED
"setText(findTestObject(""Object Repository/input_Silakan masuk untuk melanjutkan_r0""), ""akunadmin"")",Chrome 118.0.0.0,,,2023-10-26 10:41:42,2023-10-26 10:41:45,2.570s,PASSED
"setEncryptedText(findTestObject(""Object Repository/input__r1""), ""fzqqY0qJjYTuJiVJRZh4ag=="")",Chrome 118.0.0.0,,,2023-10-26 10:41:45,2023-10-26 10:41:46,1.628s,PASSED
"click(findTestObject(""Object Repository/button_Login""))",Chrome 118.0.0.0,,,2023-10-26 10:41:46,2023-10-26 10:41:47,1.027s,PASSED
,,,,,,,
Test Cases/admin_service_lihat,Chrome 118.0.0.0,,,2023-10-26 10:41:47,2023-10-26 10:42:31,44.241s,PASSED
"callTestCase(findTestCase(""login_admin""), [:], STOP_ON_FAILURE)",Chrome 118.0.0.0,,,2023-10-26 10:41:51,2023-10-26 10:42:16,25.412s,PASSED
"click(findTestObject(""admin/service/button_Service""))",Chrome 118.0.0.0,,,2023-10-26 10:42:16,2023-10-26 10:42:28,11.854s,PASSED
"click(findTestObject(""admin/service/button_service_edit""))",Chrome 118.0.0.0,,,2023-10-26 10:42:28,2023-10-26 10:42:30,1.465s,PASSED
"click(findTestObject(""admin/service/button_service_edit_Simpan""))",Chrome 118.0.0.0,,,2023-10-26 10:42:30,2023-10-26 10:42:31,1.889s,PASSED
,,,,,,,
Test Cases/admin_service_edit_batal,Chrome 118.0.0.0,,,2023-10-26 10:42:32,2023-10-26 10:43:08,36.369s,PASSED
"callTestCase(findTestCase(""login_admin""), [:], STOP_ON_FAILURE)",Chrome 118.0.0.0,,,2023-10-26 10:42:35,2023-10-26 10:42:48,13.046s,PASSED
"click(findTestObject(""admin/service/button_Service""))",Chrome 118.0.0.0,,,2023-10-26 10:42:48,2023-10-26 10:43:01,12.722s,PASSED
"click(findTestObject(""admin/service/button_service_edit""))",Chrome 118.0.0.0,,,2023-10-26 10:43:01,2023-10-26 10:43:05,4.633s,PASSED
"click(findTestObject(""admin/service/button_service_edit_Batal""))",Chrome 118.0.0.0,,,2023-10-26 10:43:05,2023-10-26 10:43:08,2.428s,PASSED
,,,,,,,
Test Cases/admin_service_edit_berhasil,Chrome 118.0.0.0,,,2023-10-26 10:43:08,2023-10-26 10:43:35,26.705s,PASSED
"callTestCase(findTestCase(""login_admin""), [:], STOP_ON_FAILURE)",Chrome 118.0.0.0,,,2023-10-26 10:43:10,2023-10-26 10:43:24,13.807s,PASSED
"click(findTestObject(""admin/service/button_Service""))",Chrome 118.0.0.0,,,2023-10-26 10:43:24,2023-10-26 10:43:32,8.228s,PASSED
"click(findTestObject(""admin/service/button_service_edit""))",Chrome 118.0.0.0,,,2023-10-26 10:43:32,2023-10-26 10:43:34,1.335s,PASSED
"click(findTestObject(""admin/service/button_service_edit_Simpan""))",Chrome 118.0.0.0,,,2023-10-26 10:43:34,2023-10-26 10:43:35,0.869s,PASSED
