Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pagination,Chrome 118.0.0.0,,,2023-10-27 08:25:43,2023-10-27 08:26:48,1m - 4.956s,PASSED
,,,,,,,
Test Cases/login_admin,Chrome 118.0.0.0,,,2023-10-27 08:25:45,2023-10-27 08:26:28,42.959s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-27 08:25:49,2023-10-27 08:26:09,20.438s,PASSED
maximizeWindow(),Chrome 118.0.0.0,,,2023-10-27 08:26:09,2023-10-27 08:26:10,0.306s,PASSED
"navigateToUrl(""https://dms-dev.cloudias79.com/login"")",Chrome 118.0.0.0,,,2023-10-27 08:26:10,2023-10-27 08:26:17,7.327s,PASSED
"setText(findTestObject(""Object Repository/input_Silakan masuk untuk melanjutkan_r0""), ""akunadmin"")",Chrome 118.0.0.0,,,2023-10-27 08:26:17,2023-10-27 08:26:23,5.872s,PASSED
"setEncryptedText(findTestObject(""Object Repository/input__r1""), ""fzqqY0qJjYTuJiVJRZh4ag=="")",Chrome 118.0.0.0,,,2023-10-27 08:26:23,2023-10-27 08:26:25,2.674s,PASSED
"click(findTestObject(""Object Repository/button_Login""))",Chrome 118.0.0.0,,,2023-10-27 08:26:25,2023-10-27 08:26:28,2.616s,PASSED
,,,,,,,
Test Cases/pagination,Chrome 118.0.0.0,,,2023-10-27 08:26:28,2023-10-27 08:26:48,19.819s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/select_151015All""), ""10"", true)",Chrome 118.0.0.0,,,2023-10-27 08:26:32,2023-10-27 08:26:45,12.417s,PASSED
"verifyElementText(findTestObject(""Object Repository/span_10 Entries""), ""10 Entries"")",Chrome 118.0.0.0,,,2023-10-27 08:26:45,2023-10-27 08:26:46,1.725s,PASSED
"verifyElementText(findTestObject(""Object Repository/td_10""), ""10"")",Chrome 118.0.0.0,,,2023-10-27 08:26:46,2023-10-27 08:26:48,1.501s,PASSED
