Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pagination,Chrome 118.0.0.0,,,2023-10-26 09:56:50,2023-10-26 09:59:16,2m - 25.517s,PASSED
,,,,,,,
Test Cases/login_admin,Chrome 118.0.0.0,,,2023-10-26 09:56:54,2023-10-26 09:58:04,1m - 9.688s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-26 09:57:02,2023-10-26 09:57:24,22.364s,PASSED
maximizeWindow(),Chrome 118.0.0.0,,,2023-10-26 09:57:24,2023-10-26 09:57:25,0.867s,PASSED
"navigateToUrl(""https://dms-dev.cloudias79.com/login"")",Chrome 118.0.0.0,,,2023-10-26 09:57:25,2023-10-26 09:57:31,6.344s,PASSED
"setText(findTestObject(""Object Repository/input_Silakan masuk untuk melanjutkan_r0""), ""akunadmin"")",Chrome 118.0.0.0,,,2023-10-26 09:57:31,2023-10-26 09:57:44,12.788s,PASSED
"setEncryptedText(findTestObject(""Object Repository/input__r1""), ""fzqqY0qJjYTuJiVJRZh4ag=="")",Chrome 118.0.0.0,,,2023-10-26 09:57:44,2023-10-26 09:57:57,12.916s,PASSED
"click(findTestObject(""Object Repository/button_Login""))",Chrome 118.0.0.0,,,2023-10-26 09:57:57,2023-10-26 09:58:04,7.015s,PASSED
,,,,,,,
Test Cases/pagination,Chrome 118.0.0.0,,,2023-10-26 09:58:04,2023-10-26 09:59:16,1m - 12.056s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/select_151015All""), ""10"", true)",Chrome 118.0.0.0,,,2023-10-26 09:58:08,2023-10-26 09:58:58,49.642s,PASSED
"verifyElementText(findTestObject(""Object Repository/span_10 Entries""), ""10 Entries"")",Chrome 118.0.0.0,,,2023-10-26 09:58:58,2023-10-26 09:59:05,7.140s,PASSED
"verifyElementText(findTestObject(""Object Repository/td_10""), ""10"")",Chrome 118.0.0.0,,,2023-10-26 09:59:05,2023-10-26 09:59:16,11.156s,PASSED
